Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,Inter Crop,price,Season,Land Size,Previous Crop,Crop Rotation Score,N,P,K,pH,Fertilizer,Soil Health Score
2008,Hassan,12885,3654,26.8,Sandy loam ,Basin,8954,60,Coconut,Ginger,646,Rabi,3,Cocoa,2,167.2,16.4,217.9,6.31,MOP (Muriate of Potash),6.92
2008,Hassan,12885,3654,26.8,Sandy loam ,Basin,8954,60,Coconut,Cardamum,646,Rabi,3,Cardamum,2,190.5,14.7,219.3,6.51,MOP (Muriate of Potash),7.03
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,Pepper,1493,Rabi,3,Coffee,2,191,16.1,205.1,6.35,MOP (Muriate of Potash),7.05
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,Cocoa,1493,Rabi,3,Cardamum,2,165.8,19.6,216.7,6.91,MOP (Muriate of Potash),7.34
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,Banana,1493,Rabi,3,Ginger,2,185,18.8,182.8,6.47,MOP (Muriate of Potash),7
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,Ginger,1493,Rabi,3,Cashew,1,172.5,17.8,194.2,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.93
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,Cardamum,1493,Rabi,3,Groundnut,1,183.9,18.9,195.3,6.31,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.07
2008,Hassan,468,3550,128,Red,Spray,2783,57,Coconut,Pepper,51239,Rabi,3,Groundnut,1,167.9,11.4,172,6.25,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.2
2008,Hassan,468,3550,128,Red,Spray,2783,57,Coconut,Cocoa,51239,Rabi,3,Groundnut,1,184,14.2,174.5,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.91
2008,Hassan,468,3550,128,Red,Spray,2783,57,Coconut,Banana,51239,Rabi,3,Groundnut,1,168.2,12.8,192,5.93,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.41
2008,Hassan,468,3550,128,Red,Spray,2783,57,Coconut,Ginger,51239,Rabi,3,Cocoa,2,164.4,15.3,173.7,6.28,MOP (Muriate of Potash),6.5
2008,Hassan,468,3550,128,Red,Spray,2783,57,Coconut,Cardamum,51239,Rabi,3,Blackgram,1,161,14.1,172.6,5.84,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.26
2008,Hassan,7403,2996.6,27,Loam,Drip,121037,53,Coconut,Pepper,51239,Rabi,3,Cardamum,2,224.4,19.4,235.5,6.56,MOP (Muriate of Potash),7.4
2008,Hassan,7403,2996.6,27,Loam,Drip,121037,53,Coconut,Cocoa,51239,Rabi,3,Ginger,2,205.9,19.8,223.6,7.14,MOP (Muriate of Potash),7.7
2008,Hassan,7403,2996.6,27,Loam,Drip,121037,53,Coconut,Banana,51239,Rabi,3,Cotton,1,200.2,20.9,224.9,6.72,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,7403,2996.6,27,Loam,Drip,121037,53,Coconut,Ginger,51239,Rabi,3,Cardamum,2,237,19,258.6,6.64,MOP (Muriate of Potash),7.4
2008,Hassan,7403,2996.6,27,Loam,Drip,121037,53,Coconut,Cardamum,51239,Rabi,3,Blackgram,1,229.7,21.3,255.4,6.89,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,3,3605.4,38,Alluvial,Drip,8838,53,Coconut,Pepper,43311,Rabi,3,Cocoa,2,241.4,21.6,208.3,7.14,MOP (Muriate of Potash),7.32
2008,Hassan,3,3605.4,38,Alluvial,Drip,8838,53,Coconut,Cocoa,43311,Rabi,3,Cardamum,2,233.1,23,238,6.74,MOP (Muriate of Potash),7.7
2008,Hassan,3,3605.4,38,Alluvial,Drip,8838,53,Coconut,Banana,43311,Rabi,3,Cocoa,2,258.1,25.9,229.9,7.12,MOP (Muriate of Potash),7.4
2008,Hassan,3,3605.4,38,Alluvial,Drip,8838,53,Coconut,Ginger,43311,Rabi,3,Cotton,1,222,22.1,223.3,6.66,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,3,3605.4,38,Alluvial,Drip,8838,53,Coconut,Cardamum,43311,Rabi,3,Arecanut,1,249.8,27.4,221.2,6.74,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,14976,233,43,Alluvial,Basin,19,53,Coconut,Pepper,45186,Rabi,3,Arecanut,1,258.5,23.6,224.5,6.75,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,14976,233,43,Alluvial,Basin,19,53,Coconut,Cocoa,45186,Rabi,3,Cardamum,2,256.4,24.6,238.1,7.07,MOP (Muriate of Potash),7.7
2008,Hassan,14976,233,43,Alluvial,Basin,19,53,Coconut,Banana,45186,Rabi,3,Blackgram,1,233.7,23.5,242.4,6.75,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,14976,233,43,Alluvial,Basin,19,53,Coconut,Ginger,45186,Rabi,3,Tea,1,251.8,27.5,231.2,7.02,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,14976,233,43,Alluvial,Basin,19,53,Coconut,Cardamum,45186,Rabi,3,Ginger,2,252.2,26.8,219.8,6.54,MOP (Muriate of Potash),7.4
2008,Hassan,917,327,27,Red,Basin,98,53,Coconut,Pepper,2134,Rabi,3,Cashew,1,176.1,14,178,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.54
2008,Hassan,917,327,27,Red,Basin,98,53,Coconut,Cocoa,2134,Rabi,3,Coffee,2,174.3,13.8,167.5,6.32,MOP (Muriate of Potash),6.74
2008,Hassan,917,327,27,Red,Basin,98,53,Coconut,Banana,2134,Rabi,3,Blackgram,1,181.8,11.2,171.7,6.32,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.32
2008,Hassan,917,327,27,Red,Basin,98,53,Coconut,Ginger,2134,Rabi,3,Cardamum,2,179.3,11.3,198.7,6.3,MOP (Muriate of Potash),6.49
2008,Hassan,917,327,27,Red,Basin,98,53,Coconut,Cardamum,2134,Rabi,3,Cardamum,2,198.3,12.6,179,6.43,MOP (Muriate of Potash),6.65
2008,Hassan,2074,2746.2,38,Red,Spray,313547,53.5,Coconut,Pepper,43562,Rabi,3,Blackgram,1,181,14.2,170.1,6.11,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.55
2008,Hassan,2074,2746.2,38,Red,Spray,313547,53.5,Coconut,Cocoa,43562,Rabi,3,Coffee,2,164.9,11.2,160,5.83,MOP (Muriate of Potash),6.26
2008,Hassan,2074,2746.2,38,Red,Spray,313547,53.5,Coconut,Banana,43562,Rabi,3,Coffee,2,199.1,11.5,186.5,6.39,MOP (Muriate of Potash),6.62
2008,Hassan,2074,2746.2,38,Red,Spray,313547,53.5,Coconut,Ginger,43562,Rabi,3,Cocoa,2,182,10.9,189.1,6.22,MOP (Muriate of Potash),6.42
2008,Hassan,2074,2746.2,38,Red,Spray,313547,53.5,Coconut,Cardamum,43562,Rabi,3,Paddy,1,189.3,14.6,199,6.2,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.87
2008,Hassan,5974,234,27.2,Black,Spray,4279,54.5,Coconut,Pepper,646,Rabi,3,Coffee,2,253.7,21.9,282.7,7.74,MOP (Muriate of Potash),7.16
2008,Hassan,5974,234,27.2,Black,Spray,4279,54.5,Coconut,Cocoa,646,Rabi,3,Paddy,1,244.8,20,312.6,7.56,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.64
2008,Hassan,5974,234,27.2,Black,Spray,4279,54.5,Coconut,Banana,646,Rabi,3,Ginger,2,255.7,20.8,314.2,7.4,MOP (Muriate of Potash),7.4
2008,Hassan,5974,234,27.2,Black,Spray,4279,54.5,Coconut,Ginger,646,Rabi,3,Coffee,2,274.8,18.5,311.1,7.71,MOP (Muriate of Potash),7.19
2008,Hassan,5974,234,27.2,Black,Spray,4279,54.5,Coconut,Cardamum,646,Rabi,3,Arecanut,1,247.3,20.6,286.6,7.62,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.28
2008,Hassan,1279,3654,136,Alluvial,Drip,52,53,Coconut,Pepper,646,Zaid,3,Cardamum,2,241.4,25.1,209.8,6.65,MOP (Muriate of Potash),7.33
2008,Hassan,1279,3654,136,Alluvial,Drip,52,53,Coconut,Cocoa,646,Zaid,3,Cardamum,2,221.7,22.6,228,7.1,MOP (Muriate of Potash),7.7
2008,Hassan,1279,3654,136,Alluvial,Drip,52,53,Coconut,Banana,646,Zaid,3,Paddy,1,246.7,23.5,247.7,7,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,1279,3654,136,Alluvial,Drip,52,53,Coconut,Ginger,646,Zaid,3,Ginger,2,257.2,24.2,212.9,6.54,MOP (Muriate of Potash),7.35
2008,Hassan,1279,3654,136,Alluvial,Drip,52,53,Coconut,Cardamum,646,Zaid,3,Ginger,2,249,21,215.1,6.87,MOP (Muriate of Potash),7.37
2008,Hassan,146,2996.6,27.2,Alluvial,Drip,2570,59,Coconut,Pepper,51239,Zaid,3,Pepper,1,242.6,24.8,208.3,6.77,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.32
2008,Hassan,146,2996.6,27.2,Alluvial,Drip,2570,59,Coconut,Cocoa,51239,Zaid,3,Groundnut,1,244.7,27.8,236.4,7.15,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.7
2008,Hassan,146,2996.6,27.2,Alluvial,Drip,2570,59,Coconut,Banana,51239,Zaid,3,Ginger,2,250.5,24.7,209.6,6.97,MOP (Muriate of Potash),7.33
2008,Hassan,146,2996.6,27.2,Alluvial,Drip,2570,59,Coconut,Ginger,51239,Zaid,3,Paddy,1,244.9,24.8,224.5,6.87,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2008,Hassan,146,2996.6,27.2,Alluvial,Drip,2570,59,Coconut,Cardamum,51239,Zaid,3,Groundnut,1,233.4,24.2,209.9,7.06,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.33
2008,Hassan,4877,233,41,Sandy loam,Drip,382,57,Coconut,Pepper,64409,Zaid,3,Tea,1,167.4,14.5,197.4,6.73,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.63
2008,Hassan,4877,233,41,Sandy loam,Drip,382,57,Coconut,Cocoa,64409,Zaid,3,Pepper,1,177.5,15.7,202.3,6.48,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.16
2008,Hassan,4877,233,41,Sandy loam,Drip,382,57,Coconut,Banana,64409,Zaid,3,Cocoa,2,197.3,19.5,200.1,6.46,MOP (Muriate of Potash),7.24
2008,Hassan,4877,233,41,Sandy loam,Drip,382,57,Coconut,Ginger,64409,Zaid,3,Cocoa,2,189.5,14.2,199,6.47,MOP (Muriate of Potash),6.84
2008,Hassan,4877,233,41,Sandy loam,Drip,382,57,Coconut,Cardamum,64409,Zaid,3,Cardamum,2,196.8,14.1,202.1,6.79,MOP (Muriate of Potash),6.92
2008,Hassan,1,3105,27.2,Sandy loam,Drip,8700,56,Coconut,Pepper,44235,Zaid,3,Ginger,2,179.4,14.5,218.9,6.61,MOP (Muriate of Potash),6.89
2008,Hassan,1,3105,27.2,Sandy loam,Drip,8700,56,Coconut,Cocoa,44235,Zaid,3,Cardamum,2,184.6,15.4,199.3,6.54,MOP (Muriate of Potash),7.19
2008,Hassan,1,3105,27.2,Sandy loam,Drip,8700,56,Coconut,Banana,44235,Zaid,3,Arecanut,1,163,14.6,213.5,6.39,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.7
2008,Hassan,1,3105,27.2,Sandy loam,Drip,8700,56,Coconut,Ginger,44235,Zaid,3,Cardamum,2,167.8,17,210.7,6.25,MOP (Muriate of Potash),6.93
2008,Hassan,1,3105,27.2,Sandy loam,Drip,8700,56,Coconut,Cardamum,44235,Zaid,3,Groundnut,1,183.1,14.7,181.5,6.24,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.69
2008,Hassan,15,3729.8,26.8,Sandy,Basin,3,57,Coconut,Pepper,45608,Zaid,3,Cotton,1,133.4,6.7,101.8,6.35,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.99
2008,Hassan,15,3729.8,26.8,Sandy,Basin,3,57,Coconut,Cocoa,45608,Zaid,3,Ginger,2,133.8,7.6,116.9,6.03,MOP (Muriate of Potash),5.47
2008,Hassan,15,3729.8,26.8,Sandy,Basin,3,57,Coconut,Banana,45608,Zaid,3,Ginger,2,118,9.5,122.8,6.27,MOP (Muriate of Potash),5.21
2008,Hassan,15,3729.8,26.8,Sandy,Basin,3,57,Coconut,Ginger,45608,Zaid,3,Cotton,1,112.6,6.6,114.7,6.08,FYM (Farm Yard Manure) + MOP (Muriate of Potash),3.86
2008,Hassan,15,3729.8,26.8,Sandy,Basin,3,57,Coconut,Cardamum,45608,Zaid,3,Groundnut,1,130.7,11.8,138.8,6.69,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.64
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479,52.5,Coconut,Pepper,216396,Kharif,3,Coffee,2,124,10.2,111.4,6.5,MOP (Muriate of Potash),5.25
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479,52.5,Coconut,Cocoa,216396,Kharif,3,Cocoa,2,118.2,8.9,130.3,6.23,MOP (Muriate of Potash),5.51
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479,52.5,Coconut,Banana,216396,Kharif,3,Cocoa,2,112.7,11.5,102.2,6.39,MOP (Muriate of Potash),5.18
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479,52.5,Coconut,Ginger,216396,Kharif,3,Cashew,1,136.5,9.7,121.9,6.2,FYM (Farm Yard Manure) + MOP (Muriate of Potash),4.4
2009,Hassan,173,2996.6,26.8,Sandy,Drip,4479,52.5,Coconut,Cardamum,216396,Kharif,3,Cocoa,2,113.7,11.1,122.4,6.41,MOP (Muriate of Potash),5.3
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,Pepper,45186,Rabi,3,Cocoa,2,164,14.1,218.5,6.5,MOP (Muriate of Potash),6.7
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,Cocoa,45186,Rabi,3,Coffee,2,184.1,14.5,207.3,6.95,MOP (Muriate of Potash),7.16
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,Banana,45186,Rabi,3,Tea,1,183,14.8,203.3,6.81,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.85
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,Ginger,45186,Rabi,3,Blackgram,1,176.3,19.3,205.9,6.92,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.07
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,Cardamum,45186,Rabi,3,Cardamum,2,184.9,14.8,192.4,6.36,MOP (Muriate of Potash),6.79
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,Pepper,43562,Rabi,3,Cocoa,2,196.4,18.6,207.1,6.44,MOP (Muriate of Potash),7.28
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,Cocoa,43562,Rabi,3,Blackgram,1,167.4,18.5,199,6.38,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.23
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,Banana,43562,Rabi,3,Arecanut,1,184.7,14.2,193,6.57,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.75
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,Ginger,43562,Rabi,3,Cashew,1,165.9,19.9,188.4,6.3,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.84
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,Cardamum,43562,Rabi,3,Arecanut,1,168.1,18.6,197,6.65,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.92
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,Pepper,64409,Rabi,3,Cotton,1,160.8,14.2,197.8,6.85,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.54
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,Cocoa,64409,Rabi,3,Coffee,2,195.4,14.5,201.5,6.93,MOP (Muriate of Potash),7.24
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,Banana,64409,Rabi,3,Pepper,1,175.5,19,185.3,6.95,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.92
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,Ginger,64409,Rabi,3,Cotton,1,190.1,19.6,207.1,6.49,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.21
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,Cardamum,64409,Rabi,3,Paddy,1,197.5,15.7,193.3,6.76,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6
2009,Hassan,11841,3550,129,Red,Spray,1533,57.5,Coconut,Pepper,216396,Rabi,3,Tea,1,190.6,15.6,168.2,6.36,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.75
2009,Hassan,11841,3550,129,Red,Spray,1533,57.5,Coconut,Cocoa,216396,Rabi,3,Arecanut,1,189.5,10.4,175.5,6,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.66
2009,Hassan,11841,3550,129,Red,Spray,1533,57.5,Coconut,Banana,216396,Rabi,3,Tea,1,172.2,15.9,185.7,6.3,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.71
2009,Hassan,11841,3550,129,Red,Spray,1533,57.5,Coconut,Ginger,216396,Rabi,3,Ginger,2,199.1,12.3,192.1,6.1,MOP (Muriate of Potash),6.73
2009,Hassan,11841,3550,129,Red,Spray,1533,57.5,Coconut,Cardamum,216396,Rabi,3,Coffee,2,194.8,11.1,197.9,5.95,MOP (Muriate of Potash),6.59
2009,Hassan,7501,3522.8,27,Loam,Drip,231,53.5,Coconut,Pepper,216396,Rabi,3,Arecanut,1,213,22.5,235.8,6.93,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,7501,3522.8,27,Loam,Drip,231,53.5,Coconut,Cocoa,216396,Rabi,3,Cardamum,2,217.8,22.5,229.1,6.54,MOP (Muriate of Potash),7.7
2009,Hassan,7501,3522.8,27,Loam,Drip,231,53.5,Coconut,Banana,216396,Rabi,3,Blackgram,1,212,20.8,226.7,6.75,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,7501,3522.8,27,Loam,Drip,231,53.5,Coconut,Ginger,216396,Rabi,3,Paddy,1,216,18.3,243.3,7.12,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,7501,3522.8,27,Loam,Drip,231,53.5,Coconut,Cardamum,216396,Rabi,3,Cashew,1,206.1,21.6,246.6,6.79,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,9,3512.4,38,Alluvial,Drip,8954,52,Coconut,Pepper,24848,Rabi,3,Cocoa,2,248,23.3,225.2,6.51,MOP (Muriate of Potash),7.4
2009,Hassan,9,3512.4,38,Alluvial,Drip,8954,52,Coconut,Cocoa,24848,Rabi,3,Ginger,2,247.7,25.3,201.9,6.76,MOP (Muriate of Potash),7.58
2009,Hassan,9,3512.4,38,Alluvial,Drip,8954,52,Coconut,Banana,24848,Rabi,3,Ginger,2,259.2,23.4,225.1,7.14,MOP (Muriate of Potash),7.4
2009,Hassan,9,3512.4,38,Alluvial,Drip,8954,52,Coconut,Ginger,24848,Rabi,3,Pepper,1,248.7,24.7,239.9,7.11,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,9,3512.4,38,Alluvial,Drip,8954,52,Coconut,Cardamum,24848,Rabi,3,Coffee,2,238.3,23.8,219.3,7.18,MOP (Muriate of Potash),7.4
2009,Hassan,15009,234,43,Alluvial,Basin,54,53.5,Coconut,Pepper,238542,Rabi,3,Cardamum,2,247.9,20.7,243.1,6.84,MOP (Muriate of Potash),7.4
2009,Hassan,15009,234,43,Alluvial,Basin,54,53.5,Coconut,Cocoa,238542,Rabi,3,Groundnut,1,222.8,24.4,220.9,7.11,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.7
2009,Hassan,15009,234,43,Alluvial,Basin,54,53.5,Coconut,Banana,238542,Rabi,3,Pepper,1,228.2,26.6,227.9,6.54,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,15009,234,43,Alluvial,Basin,54,53.5,Coconut,Ginger,238542,Rabi,3,Cotton,1,258.9,24.1,214.5,6.83,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.36
2009,Hassan,15009,234,43,Alluvial,Basin,54,53.5,Coconut,Cardamum,238542,Rabi,3,Cocoa,2,254.3,22.4,209.6,6.59,MOP (Muriate of Potash),7.33
2009,Hassan,819,328,27,Red,Basin,3,52,Coconut,Pepper,45186,Rabi,3,Paddy,1,171.9,14.7,178.9,5.96,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.54
2009,Hassan,819,328,27,Red,Basin,3,52,Coconut,Cocoa,45186,Rabi,3,Cocoa,2,166.6,12,197.6,6.04,MOP (Muriate of Potash),6.71
2009,Hassan,819,328,27,Red,Basin,3,52,Coconut,Banana,45186,Rabi,3,Groundnut,1,199.5,12.9,167.2,6.42,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.61
2009,Hassan,819,328,27,Red,Basin,3,52,Coconut,Ginger,45186,Rabi,3,Cardamum,2,178.4,14.3,199.3,5.84,MOP (Muriate of Potash),6.63
2009,Hassan,819,328,27,Red,Basin,3,52,Coconut,Cardamum,45186,Rabi,3,Cocoa,2,163.9,14.3,171.3,5.93,MOP (Muriate of Potash),6.35
2009,Hassan,2127,3360,39,Red,Spray,2783,52.5,Coconut,Pepper,200000,Rabi,3,Pepper,1,161.6,10.1,191,5.89,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.09
2009,Hassan,2127,3360,39,Red,Spray,2783,52.5,Coconut,Cocoa,200000,Rabi,3,Cocoa,2,178.7,13.6,177.1,5.82,MOP (Muriate of Potash),6.71
2009,Hassan,2127,3360,39,Red,Spray,2783,52.5,Coconut,Banana,200000,Rabi,3,Arecanut,1,191.3,10.1,190.5,6.43,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.45
2009,Hassan,2127,3360,39,Red,Spray,2783,52.5,Coconut,Ginger,200000,Rabi,3,Blackgram,1,177.3,13.2,179.1,6.07,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.49
2009,Hassan,2127,3360,39,Red,Spray,2783,52.5,Coconut,Cardamum,200000,Rabi,3,Pepper,1,195.5,15.4,173.4,6.23,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.82
2009,Hassan,6631,234,27.2,Black,Spray,4167,56.6,Coconut,Pepper,43562,Rabi,3,Paddy,1,277.1,23.8,300.4,7.47,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,6631,234,27.2,Black,Spray,4167,56.6,Coconut,Cocoa,43562,Rabi,3,Cardamum,2,251.1,23.8,285.7,7.55,MOP (Muriate of Potash),7.65
2009,Hassan,6631,234,27.2,Black,Spray,4167,56.6,Coconut,Banana,43562,Rabi,3,Ginger,2,251.3,19.7,296.2,7.8,MOP (Muriate of Potash),7.1
2009,Hassan,6631,234,27.2,Black,Spray,4167,56.6,Coconut,Ginger,43562,Rabi,3,Cocoa,2,242.2,21.5,283.3,7.29,MOP (Muriate of Potash),7.4
2009,Hassan,6631,234,27.2,Black,Spray,4167,56.6,Coconut,Cardamum,43562,Rabi,3,Cardamum,2,257.6,21.1,290.4,7.39,MOP (Muriate of Potash),7.4
2009,Hassan,13283,3654,137,Alluvial,Drip,2570,59.5,Coconut,Pepper,43562,Zaid,3,Groundnut,1,223.5,22.4,248.3,7.16,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.4
2009,Hassan,13283,3654,137,Alluvial,Drip,2570,59.5,Coconut,Cocoa,43562,Zaid,3,Cocoa,2,233.4,24.6,245.5,6.5,MOP (Muriate of Potash),7.7
2009,Hassan,13283,3654,137,Alluvial,Drip,2570,59.5,Coconut,Banana,43562,Zaid,3,Blackgram,1,252.4,27.6,204.6,6.61,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.29
2009,Hassan,13283,3654,137,Alluvial,Drip,2570,59.5,Coconut,Ginger,43562,Zaid,3,Coffee,2,258.4,24.3,200.7,6.68,MOP (Muriate of Potash),7.27
2009,Hassan,13283,3654,137,Alluvial,Drip,2570,59.5,Coconut,Cardamum,43562,Zaid,3,Cocoa,2,238,25.5,236.7,7.2,MOP (Muriate of Potash),7.4
2009,Hassan,8982,3605.4,26.8,Sandy loam,Drip,22966,57,Coconut,Pepper,200000,Zaid,3,Pepper,1,171.5,17.2,201.3,6.52,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.92
2009,Hassan,8982,3605.4,26.8,Sandy loam,Drip,22966,57,Coconut,Cocoa,200000,Zaid,3,Groundnut,1,166.8,19.9,214.1,6.6,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.33
2009,Hassan,8982,3605.4,26.8,Sandy loam,Drip,22966,57,Coconut,Banana,200000,Zaid,3,Pepper,1,184.1,15.4,201.8,6.76,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.9
2009,Hassan,8982,3605.4,26.8,Sandy loam,Drip,22966,57,Coconut,Ginger,200000,Zaid,3,Arecanut,1,180.6,19.9,204.5,6.5,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.1
2009,Hassan,8982,3605.4,26.8,Sandy loam,Drip,22966,57,Coconut,Cardamum,200000,Zaid,3,Cardamum,2,190.9,15,195.4,6.48,MOP (Muriate of Potash),6.89
2009,Hassan,4930,233,41,Sandy loam,Drip,19578,57,Coconut,Pepper,249978,Zaid,3,Coffee,2,177.3,18.7,199.4,6.84,MOP (Muriate of Potash),7.03
2009,Hassan,4930,233,41,Sandy loam,Drip,19578,57,Coconut,Cocoa,249978,Zaid,3,Cardamum,2,183.1,16.1,212.4,6.39,MOP (Muriate of Potash),7.32
2009,Hassan,4930,233,41,Sandy loam,Drip,19578,57,Coconut,Banana,249978,Zaid,3,Ginger,2,169,17,190.4,6.21,MOP (Muriate of Potash),6.8
2009,Hassan,4930,233,41,Sandy loam,Drip,19578,57,Coconut,Ginger,249978,Zaid,3,Groundnut,1,185.9,17.1,197.8,6.97,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.03
2009,Hassan,4930,233,41,Sandy loam,Drip,19578,57,Coconut,Cardamum,249978,Zaid,3,Blackgram,1,182.8,19.2,185.6,6.66,FYM (Farm Yard Manure) + MOP (Muriate of Potash),5.99
2009,Hassan,30,326,27.2,Sandy loam,Drip,41266,57,Coconut,Pepper,203317,Zaid,3,Tea,1,194.7,17.5,208.7,6.5,FYM (Farm Yard Manure) + MOP (Muriate of Potash),6.23
2009,Hassan,30,326,27.2,Sandy loam,Drip,41266,57,Coconut,Cocoa,203317,Zaid,3,Cardamum,2,163.7,16.7,195.8,6.89,MOP (Muriate of Potash),7.06
2009,Hassan,30,326,27.2,Sandy loam,Drip,41266,57,Coconut,Banana,203317,Zaid,3,Cardamum,2,169.8,19.8,218.3,6.4,MOP (Muriate of Potash),7.09
